tick,reference_kpa,sensed_kpa
3862,200,234.565
3866,200,233.652
3870,200,232.435
3874,200,233.956
3878,200,234.26
3882,200,234.869
3886,200,235.173
3890,200,234.869
3894,200,234.565
3898,200,234.565
3902,200,234.565
3906,200,232.739
3910,200,232.435
3914,200,232.739
3918,200,233.044
3922,200,233.348
3926,200,233.652
3930,200,233.652
3934,200,233.956
3938,200,233.652
3942,200,232.739
3946,200,233.044
3950,200,233.044
3954,200,232.739
3958,200,232.435
3962,200,232.435
3966,200,232.435
3970,200,232.131
3974,200,231.827
3978,200,230.914
3982,200,230.61
3986,200,231.523
3990,200,231.827
3994,200,231.827
3998,200,231.523
4002,200,231.523
4006,200,230.61
4010,200,230.914
4014,200,231.523
4018,200,231.523
4022,200,231.523
4026,200,231.523
4030,200,230.306
4034,200,230.306
4038,200,230.002
4042,200,230.002
4046,200,230.002
4050,200,229.697
4054,200,229.697
4058,200,229.697
4062,200,229.393
4066,200,229.393
4070,200,228.785
4074,200,228.176
4078,200,229.089
4082,200,229.089
4086,200,229.089
4090,200,229.089
4094,200,229.089
4098,200,229.089
4102,200,229.089
4106,200,229.393
4110,200,228.176
4114,200,228.176
4118,200,228.481
4122,200,229.089
4126,200,229.089
4130,200,227.872
4134,200,227.872
4138,200,228.176
4142,200,228.176
4146,200,227.872
4150,200,227.872
4154,200,227.568
4158,200,227.264
4162,200,226.655
4166,200,226.96
4170,200,227.264
4174,200,227.264
4178,200,226.655
4182,200,226.655
4186,200,226.96
4190,200,226.96
4194,200,227.264
4198,200,227.264
4202,200,227.264
4206,200,227.264
4210,200,226.047
4214,200,225.743
4218,200,225.743
4222,200,225.439
4226,200,224.526
4230,200,223.613
4234,200,224.526
4238,200,224.83
4242,200,224.526
4246,200,224.526
4250,200,224.526
4254,200,224.83
4258,200,224.83
4262,200,224.83
4266,200,224.526
4270,200,224.222
4274,200,223.918
4278,200,223.918
4282,200,224.83
4286,200,224.83
4290,200,224.83
4294,200,224.83
4298,200,224.526
4302,200,224.526
4306,200,223.918
4310,200,223.918
4314,200,224.222
4318,200,224.83
4322,200,224.83
4326,200,224.526
4330,200,224.222
4334,200,223.309
4338,200,222.701
4342,200,222.092
4346,200,221.484
4350,200,222.092
4354,200,222.397
4358,200,223.005
4362,200,223.005
4366,200,222.397
4370,200,221.788
4374,200,221.18
4378,200,222.701
4382,200,223.005
4386,200,223.005
4390,200,222.701
4394,200,222.397
4398,200,222.092
4402,200,222.092
4406,200,222.092
4410,200,222.092
4414,200,223.309
4418,200,223.309
4422,200,223.309
4426,200,221.788
4430,200,220.571
4434,200,220.267
4438,200,220.571
4442,200,220.876
4446,200,221.18
4450,200,221.484
4454,200,221.788
4458,200,221.484
4462,200,221.18
4466,200,221.18
4470,200,220.267
4474,200,220.876
4478,200,221.18
4482,200,221.484
4486,200,221.484
4490,200,221.484
4494,200,221.18
4498,200,221.18
4502,200,221.18
4506,200,220.267
4510,200,219.963
4514,200,218.746
4518,200,219.05
4522,200,219.355
4526,200,219.963
4530,200,220.267
4534,200,220.267
4538,200,219.659
4542,200,219.659
4546,200,219.659
4550,200,219.963
4554,200,218.746
4558,200,218.442
4562,200,218.746
4566,200,219.963
4570,200,219.963
4574,200,219.963
4578,200,219.963
4582,200,219.355
4586,200,219.05
4590,200,218.746
4594,200,219.05
4598,200,218.746
4602,200,218.442
4606,200,219.05
4610,200,219.05
4614,200,219.659
4618,200,219.355
4622,200,219.355
4626,200,217.529
4630,200,217.529
4634,200,218.138
4638,200,218.442
4642,200,218.442
4646,200,218.746
4650,200,218.442
4654,200,218.138
4658,200,216.921
4662,200,216.921
4666,200,217.529
4670,200,218.138
4674,200,218.442
4678,200,218.442
4682,200,217.834
4686,200,217.529
4690,200,217.225
4694,200,217.529
4698,200,217.834
4702,200,217.529
4706,200,217.834
4710,200,217.529
4714,200,217.529
4718,200,217.225
4722,200,216.921
4726,200,216.921
4730,200,216.008
4734,200,216.313
4738,200,217.225
4742,200,216.921
4746,200,216.921
4750,200,217.225
4754,200,216.921
4758,200,214.792
4762,200,215.4
4766,200,216.313
4770,200,216.617
4774,200,216.617
4778,200,216.617
4782,200,216.617
4786,200,216.921
4790,200,215.704
4794,200,215.4
4798,200,214.792
4802,200,216.313
4806,200,216.617
4810,200,216.617
4814,200,216.313
4818,200,215.4
4822,200,214.183
4826,200,215.704
4830,200,216.008
4834,200,216.008
4838,200,215.704
4842,200,215.704
4846,200,215.096
4850,200,215.4
4854,200,215.704
4858,200,215.704
4862,200,215.704
4866,200,215.096
4870,200,215.096
4874,200,215.096
4878,200,215.4
4882,200,215.4
4886,200,215.704
4890,200,215.704
4894,200,215.704
4898,200,214.183
4902,200,214.183
4906,200,214.792
4910,200,215.096
4914,200,215.096
4918,200,215.4
4922,200,214.792
4926,200,213.879
4930,200,213.575
4934,200,213.879
4938,200,214.487
4942,200,214.487
4946,200,214.487
4950,200,214.183
4954,200,214.183
4958,200,213.879
4962,200,213.879
4966,200,214.183
4970,200,214.487
4974,200,214.487
4978,200,214.792
4982,200,214.487
4986,200,214.183
4990,200,212.358
4994,200,212.358
4998,200,212.966
5002,200,213.271
5006,200,213.575
5010,200,213.575
5014,200,213.575
5018,200,213.879
5022,200,212.966
5026,200,212.662
5030,200,213.271
5034,200,213.575
5038,200,213.575
5042,200,213.271
5046,200,213.575
5050,200,213.575
5054,200,213.271
5058,200,212.662
5062,200,212.662
5066,200,212.966
5070,200,213.575
5074,200,213.575
5078,200,213.271
5082,200,212.966
5086,200,212.966
5090,200,212.966
5094,200,213.271
5098,200,212.662
5102,200,212.662
5106,200,212.966
5110,200,212.966
5114,200,212.966
5118,200,212.662
5122,200,212.662
5126,200,212.662
5130,200,211.141
5134,200,211.141
5138,200,212.054
5142,200,212.358
5146,200,212.358
5150,200,212.358
5154,200,211.75
5158,200,211.75
5162,200,212.662
5166,200,212.662
5170,200,212.662
5174,200,212.662
5178,200,212.662
5182,200,212.054
5186,200,212.054
5190,200,211.75
5194,200,211.75
5198,200,212.358
5202,200,212.662
5206,200,212.358
5210,200,212.358
5214,200,212.358
5218,200,212.054
5222,200,212.358
5226,200,212.054
5230,200,212.054
5234,200,212.054
5238,200,212.358
5242,200,212.358
5246,200,212.054
5250,200,211.75
5254,200,211.75
5258,200,212.054
5262,200,212.054
5266,200,212.054
5270,200,212.054
5274,200,212.054
5278,200,211.445
5282,200,211.445
5286,200,211.445
5290,200,212.054
5294,200,212.054
5298,200,211.75
5302,200,211.445
5306,200,211.141
5310,200,210.837
5314,200,211.141
5318,200,211.75
5322,200,211.75
5326,200,211.75
5330,200,211.445
5334,200,211.75
5338,200,211.75
5342,200,211.445
5346,200,211.445
5350,200,211.445
5354,200,211.445
5358,200,211.141
5362,200,210.837
5366,200,209.924
5370,200,210.837
5374,200,211.141
5378,200,211.445
5382,200,211.75
5386,200,211.75
5390,200,211.445
5394,200,211.141
5398,200,211.75
5402,200,212.054
5406,200,211.75
5410,200,211.445
5414,200,211.141
5418,200,211.445
5422,200,211.141
5426,200,211.445
5430,200,211.445
5434,200,210.229
5438,200,210.837
5442,200,211.141
5446,200,211.445
5450,200,211.75
5454,200,211.445
5458,200,211.141
5462,200,210.837
5466,200,210.533
5470,200,211.141
5474,200,211.445
5478,200,211.445
5482,200,211.141
5486,200,209.316
5490,200,209.62
5494,200,210.837
5498,200,211.141
5502,200,211.141
5506,200,211.141
5510,200,210.837
5514,200,210.533
5518,200,210.837
5522,200,211.141
5526,200,210.837
5530,200,210.533
5534,200,210.533
5538,200,209.924
5542,200,209.924
5546,200,210.533
5550,200,211.141
5554,200,211.141
5558,200,211.141
5562,200,211.141
5566,200,210.229
5570,200,209.316
5574,200,210.229
5578,200,211.141
5582,200,211.141
5586,200,210.837
5590,200,210.533
5594,200,210.229
5598,200,209.62
5602,200,210.533
5606,200,211.141
5610,200,211.141
5614,200,210.837
5618,200,210.533
5622,200,210.229
5626,200,209.924
5630,200,209.62
5634,200,209.924
5638,200,210.533
5642,200,209.924
5646,200,209.316
5650,200,210.229
5654,200,210.533
5658,200,210.837
5662,200,210.533
5666,200,210.533
5670,200,210.533
5674,200,210.229
5678,200,209.316
5682,200,209.316
5686,200,209.316
5690,200,210.229
5694,200,210.533
5698,200,210.533
5702,200,210.533
5706,200,210.229
5710,200,210.229
5714,200,208.708
5718,200,208.708
5722,200,209.62
5726,200,210.533
5730,200,210.533
5734,200,210.229
5738,200,209.62
5742,200,209.316
5746,200,209.316
5750,200,209.316
5754,200,210.229
5758,200,210.229
5762,200,209.924
