tick,reference_kpa,sensed_kpa
5766,200,209.924
5770,200,209.924
5774,200,209.62
5778,200,209.924
5782,200,209.924
5786,200,209.62
5790,200,209.62
5794,200,209.62
5798,200,209.012
5802,200,208.099
5806,200,209.62
5810,200,210.229
5814,200,209.924
5818,200,209.316
5822,200,209.012
5826,200,209.62
5830,200,209.924
5834,200,209.62
5838,200,209.316
5842,200,209.316
5846,200,209.316
5850,200,209.316
5854,200,209.012
5858,200,208.708
5862,200,208.403
5866,200,209.62
5870,200,209.924
5874,200,209.62
5878,200,209.316
5882,200,209.012
5886,200,209.012
5890,200,208.708
5894,200,209.012
5898,200,209.012
5902,200,209.012
5906,200,209.316
5910,200,209.316
5914,200,209.62
5918,200,209.62
5922,200,209.012
5926,200,208.403
5930,200,209.012
5934,200,209.62
5938,200,209.012
5942,200,207.795
5946,200,208.099
5950,200,209.316
5954,200,209.62
5958,200,209.316
5962,200,208.708
5966,200,208.708
5970,200,209.012
5974,200,209.012
5978,200,207.795
5982,200,207.187
5986,200,209.012
5990,200,209.316
5994,200,209.012
5998,200,208.708
6002,200,208.708
6006,200,208.403
6010,200,208.099
6014,200,208.403
6018,200,208.403
6022,200,207.795
6026,200,208.099
6030,200,208.403
6034,200,208.403
6038,200,207.795
6042,200,208.403
6046,200,208.403
6050,200,208.403
6054,200,208.403
6058,200,208.403
6062,200,208.403
6066,200,208.099
6070,200,206.578
6074,200,206.882
6078,200,208.099
6082,200,209.012
6086,200,209.012
6090,200,208.099
6094,200,207.491
6098,200,207.491
6102,200,207.187
6106,200,208.099
6110,200,208.403
6114,200,208.099
6118,200,207.795
6122,200,207.795
6126,200,207.491
6130,200,207.795
6134,200,207.491
6138,200,207.795
6142,200,207.795
6146,200,208.099
6150,200,208.403
6154,200,207.795
6158,200,207.491
6162,200,207.187
6166,200,206.882
6170,200,207.795
6174,200,208.403
6178,200,208.099
6182,200,207.795
6186,200,207.187
6190,200,206.882
6194,200,207.795
6198,200,208.099
6202,200,207.795
6206,200,207.491
6210,200,207.187
6214,200,207.491
6218,200,207.491
6222,200,207.187
6226,200,206.882
6230,200,207.491
6234,200,207.795
6238,200,207.795
6242,200,207.795
6246,200,207.187
6250,200,206.882
6254,200,206.578
6258,200,206.882
6262,200,208.099
6266,200,208.099
6270,200,207.491
6274,200,206.882
6278,200,207.187
6282,200,208.099
6286,200,207.795
6290,200,206.882
6294,200,206.578
6298,200,207.187
6302,200,207.187
6306,200,207.187
6310,200,207.491
6314,200,207.491
6318,200,207.491
6322,200,206.882
6326,200,206.578
6330,200,207.491
6334,200,207.795
6338,200,207.187
6342,200,207.187
6346,200,205.666
6350,200,205.97
6354,200,207.795
6358,200,207.491
6362,200,205.361
6366,200,206.274
6370,200,207.491
6374,200,208.099
6378,200,207.187
6382,200,205.666
6386,200,205.666
6390,200,207.187
6394,200,207.795
6398,200,206.274
6402,200,205.057
6406,200,205.97
6410,200,208.099
6414,200,208.403
6418,200,205.97
6422,200,204.145
6426,200,205.666
6430,200,206.882
6434,200,207.491
6438,200,207.187
6442,200,206.274
6446,200,205.057
6450,200,205.361
6454,200,207.491
6458,200,207.795
6462,200,206.274
6466,200,205.057
6470,200,205.057
6474,200,206.274
6478,200,207.491
6482,200,207.491
6486,200,206.274
6490,200,205.361
6494,200,206.274
6498,200,207.187
6502,200,206.882
6506,200,205.97
6510,200,205.97
6514,200,206.274
6518,200,206.274
6522,200,204.753
6526,200,204.753
6530,200,206.274
6534,200,207.491
6538,200,206.882
6542,200,205.666
6546,200,205.057
6550,200,205.97
6554,200,206.578
6558,200,206.882
6562,200,206.882
6566,200,205.97
6570,200,205.666
6574,200,205.97
6578,200,205.97
6582,200,205.97
6586,200,206.882
6590,200,206.882
6594,200,205.97
6598,200,205.666
6602,200,205.97
6606,200,206.578
6610,200,206.578
6614,200,205.361
6618,200,204.753
6622,200,205.97
6626,200,206.882
6630,200,206.274
6634,200,205.666
6638,200,205.666
6642,200,205.97
6646,200,206.274
6650,200,206.274
6654,200,205.666
6658,200,205.361
6662,200,205.666
6666,200,206.274
6670,200,206.274
6674,200,204.449
6678,200,204.753
6682,200,205.97
6686,200,207.187
6690,200,206.882
6694,200,204.753
6698,200,202.928
6702,200,204.145
6706,200,206.274
6710,200,207.187
6714,200,205.666
6718,200,204.145
6722,200,204.753
6726,200,205.97
6730,200,206.578
6734,200,205.666
6738,200,204.145
6742,200,204.753
6746,200,205.361
6750,200,205.361
6754,200,205.666
6758,200,205.97
6762,200,205.666
6766,200,205.361
6770,200,205.057
6774,200,205.361
6778,200,205.361
6782,200,204.753
6786,200,204.449
6790,200,205.057
6794,200,206.274
6798,200,206.578
6802,200,205.361
6806,200,204.145
6810,200,204.145
6814,200,206.578
6818,200,207.187
6822,200,202.624
6826,200,200.494
6830,200,202.319
6834,200,207.795
6838,200,208.403
6842,200,205.361
6846,200,157.298
6850,200,180.417
6854,200,157.298
6858,200,188.935
6862,200,233.956
6866,200,186.501
6870,200,191.064
6874,200,236.39
6878,200,236.086
6882,200,227.568
6886,200,222.397
6890,200,219.05
6894,200,216.617
6898,200,213.271
6902,200,213.271
6906,200,213.575
6910,200,213.575
6914,200,213.271
6918,200,213.271
6922,200,212.662
6926,200,212.662
6930,200,213.271
6934,200,213.575
6938,200,213.575
6942,200,213.879
6946,200,213.879
6950,200,213.879
6954,200,212.966
6958,200,212.966
6962,200,213.271
6966,200,213.575
6970,200,213.575
6974,200,213.575
6978,200,212.662
6982,200,213.575
6986,200,213.575
6990,200,212.966
6994,200,212.662
6998,200,213.271
7002,200,213.575
7006,200,213.575
7010,200,213.575
7014,200,213.575
7018,200,212.662
7022,200,212.966
7026,200,213.271
7030,200,213.271
7034,200,213.271
7038,200,213.271
7042,200,212.966
7046,200,213.271
7050,200,213.575
7054,200,213.575
7058,200,212.966
7062,200,212.358
7066,200,212.966
7070,200,213.271
7074,200,213.575
7078,200,213.575
7082,200,213.575
7086,200,213.271
7090,200,213.271
7094,200,213.271
7098,200,213.575
7102,200,213.271
7106,200,213.271
7110,200,213.271
7114,200,213.575
7118,200,213.575
7122,200,213.575
7126,200,213.271
7130,200,213.575
7134,200,213.271
7138,200,212.662
7142,200,212.662
7146,200,212.966
7150,200,213.879
7154,200,212.966
7158,200,212.358
7162,200,212.662
7166,200,212.966
7170,200,213.575
7174,200,213.575
7178,200,213.575
7182,200,213.575
7186,200,213.575
7190,200,213.575
7194,200,213.271
7198,200,212.358
7202,200,212.358
7206,200,213.271
7210,200,213.575
7214,200,213.879
7218,200,213.879
7222,200,213.879
7226,200,213.879
7230,200,213.575
7234,200,213.575
7238,200,213.879
7242,200,214.183
7246,200,213.879
7250,200,213.879
7254,200,213.879
7258,200,213.879
7262,200,214.183
7266,200,213.879
7270,200,213.879
7274,200,213.879
7278,200,213.879
7282,200,213.879
7286,200,212.966
7290,200,213.271
7294,200,213.271
7298,200,213.575
7302,200,213.575
7306,200,213.575
7310,200,212.662
7314,200,212.662
7318,200,213.271
7322,200,213.575
7326,200,213.575
7330,200,213.879
7334,200,213.879
7338,200,213.879
7342,200,213.575
7346,200,213.575
7350,200,213.575
7354,200,213.879
7358,200,213.879
7362,200,213.879
7366,200,212.966
7370,200,212.054
7374,200,212.966
7378,200,213.271
7382,200,213.271
7386,200,213.575
7390,200,213.271
7394,200,213.575
7398,200,213.879
7402,200,213.879
7406,200,213.575
7410,200,212.662
7414,200,212.966
7418,200,213.271
7422,200,213.271
7426,200,213.271
7430,200,213.575
7434,200,213.575
7438,200,213.575
7442,200,213.271
7446,200,212.966
7450,200,213.271
7454,200,213.271
7458,200,213.271
7462,200,213.575
7466,200,213.575
7470,200,213.575
7474,200,213.879
7478,200,213.879
7482,200,212.662
7486,200,212.358
7490,200,212.662
7494,200,212.966
7498,200,213.271
7502,200,213.575
7506,200,213.271
7510,200,213.271
7514,200,212.662
7518,200,211.445
7522,200,212.358
7526,200,212.966
7530,200,213.271
7534,200,213.271
7538,200,213.271
7542,200,213.271
7546,200,213.575
7550,200,212.966
7554,200,212.662
7558,200,212.966
7562,200,212.358
7566,200,212.054
7570,200,212.966
7574,200,212.966
7578,200,213.271
7582,200,213.575
7586,200,213.271
7590,200,213.575
7594,200,213.575
7598,200,213.575
7602,200,213.575
7606,200,213.271
7610,200,213.271
7614,200,213.271
7618,200,213.575
7622,200,213.271
7626,200,212.662
7630,200,211.75
7634,200,212.358
7638,200,212.966
7642,200,212.966
7646,200,213.271
7650,200,213.271
7654,200,212.966
7658,200,213.271
7662,200,213.271
7666,200,213.271
7670,200,212.966
7674,200,212.966
7678,200,212.662
7682,200,212.966
7686,200,213.271
7690,200,213.271
7694,200,213.271
7698,200,213.271
7702,200,213.575
7706,200,213.271
7710,200,212.966
7714,200,212.966
7718,200,212.966
7722,200,213.575
7726,200,212.966
7730,200,211.445
7734,200,211.141
7738,200,212.358
7742,200,212.662
7746,200,212.966
7750,200,212.966
7754,200,212.966
7758,200,212.662
7762,200,212.054
7766,200,212.358
7770,200,212.966
7774,200,213.271
7778,200,213.271
7782,200,213.575
7786,200,213.575
7790,200,212.966
7794,200,212.662
7798,200,212.054
7802,200,212.358
7806,200,212.662
7810,200,212.966
7814,200,213.271
7818,200,213.271
7822,200,213.271
7826,200,213.271
7830,200,213.271
7834,200,212.966
7838,200,212.966
7842,200,212.662
7846,200,212.358
7850,200,212.662
7854,200,212.966
7858,200,212.966
7862,200,213.271
7866,200,213.271
7870,200,213.575
7874,200,213.575
7878,200,212.662
7882,200,212.662
7886,200,213.271
7890,200,213.271
7894,200,213.575
7898,200,213.575
7902,200,213.575
7906,200,213.575
7910,200,211.75
7914,200,211.75
7918,200,212.358
7922,200,212.358
7926,200,212.662
7930,200,212.966
7934,200,212.966
7938,200,212.966
7942,200,212.966
7946,200,212.662
7950,200,212.358
7954,200,212.358
7958,200,212.966
7962,200,213.271
7966,200,213.271
7970,200,212.358
7974,200,212.662
7978,200,213.271
7982,200,213.271
7986,200,213.271
7990,200,213.271
7994,200,213.271
7998,200,212.966
8002,200,212.966
8006,200,212.966
8010,200,213.271
8014,200,212.358
8018,200,212.358
8022,200,212.662
8026,200,212.966
8030,200,213.271
8034,200,213.271
8038,200,212.358
8042,200,211.445
8046,200,212.358
8050,200,212.966
8054,200,213.271
8058,200,213.271
8062,200,213.271
8066,200,213.271
8070,200,213.271
8074,200,213.271
8078,200,213.271
8082,200,212.966
8086,200,212.358
8090,200,211.141
8094,200,212.054
8098,200,212.358
8102,200,211.75
8106,200,212.662
8110,200,213.271
8114,200,213.271
8118,200,212.966
8122,200,212.054
8126,200,211.75
8130,200,212.662
8134,200,212.054
8138,200,212.662
8142,200,212.662
8146,200,213.271
8150,200,212.662
8154,200,212.054
8158,200,212.662
8162,200,212.966
8166,200,212.054
8170,200,212.358
8174,250,211.75
8178,250,209.012
8182,250,217.225
8186,250,202.015
8190,250,204.145
8194,250,243.995
8198,250,249.166
8202,250,175.55
8206,250,161.861
8210,250,216.008
8214,250,249.775
8218,250,262.247
8222,250,193.498
8226,250,196.235
8230,250,255.554
8234,250,268.939
8238,250,243.691
8242,250,253.729
8246,250,281.411
8250,250,258.901
8254,250,237.911
8258,250,235.173
8262,250,264.68
8266,250,290.537
8270,250,251.296
8274,250,217.225
8278,250,174.941
8282,250,234.26
8286,250,268.635
8290,250,292.667
8294,250,267.722
8298,250,235.477
8302,250,229.393
8306,250,259.813
8310,250,283.845
8314,250,251.296
8318,250,216.008
8322,250,179.504
8326,250,227.872
8330,250,270.764
8334,250,280.803
8338,250,257.988
8342,250,232.739
8346,250,245.212
8350,250,271.069
8354,250,288.104
8358,250,246.124
8362,250,234.565
8366,250,247.949
8370,250,257.38
8374,250,236.694
8378,250,226.655
8382,250,280.499
8386,250,279.586
8390,250,257.38
8394,250,242.778
8398,250,247.341
8402,250,282.324
8406,250,255.859
8410,250,236.998
8414,250,230.002
8418,250,260.726
8422,250,278.369
8426,250,247.949
8430,250,233.044
8434,250,219.963
8438,250,267.722
8442,250,289.625
8446,250,259.509
8450,250,231.827
8454,250,246.428
8458,250,265.289
8462,250,254.642
8466,250,239.128
8470,250,238.823
8474,250,272.894
8478,250,292.971
8482,250,258.292
8486,250,239.736
8490,250,245.212
8494,250,265.897
8498,250,259.813
8502,250,244.907
8506,250,230.002
8510,250,264.985
8514,250,280.499
8518,250,254.338
8522,250,236.39
8526,250,246.124
8530,250,261.638
8534,250,254.033
8538,250,236.39
8542,250,236.694
8546,250,277.153
8550,250,280.803
8554,250,258.596
8558,250,243.995
8562,250,235.173
8566,250,252.512
8570,250,281.411
8574,250,254.033
8578,250,239.128
8582,250,227.872
8586,250,271.677
8590,250,295.1
8594,250,258.596
8598,250,237.302
8602,250,226.047
8606,250,259.205
8610,250,284.758
8614,250,256.467
8618,250,239.736
8622,250,230.306
8626,250,267.722
8630,250,296.013
8634,250,268.635
8638,250,194.106
8642,250,193.802
8646,250,240.649
8650,250,268.635
8654,250,298.447
8658,250,264.68
8662,250,219.05
8666,250,218.138
8670,250,253.729
8674,250,281.411
8678,250,261.638
8682,250,243.082
8686,250,238.215
8690,250,267.114
8694,250,267.114
8698,250,249.47
8702,250,233.956
8706,250,181.938
8710,250,251.296
8714,250,275.023
8718,250,226.96
8722,250,221.788
8726,250,248.558
8730,250,269.243
8734,250,215.704
8738,250,236.086
8742,250,265.593
8746,250,271.981
8750,250,240.04
8754,250,265.289
8758,250,260.422
8762,250,245.212
8766,250,230.002
8770,250,230.002
8774,250,261.638
8778,250,286.279
8782,250,259.813
8786,250,234.26
8790,250,227.872
8794,250,271.981
8798,250,282.02
8802,250,264.072
8806,250,244.299
8810,250,230.914
8814,250,257.684
8818,250,279.586
8822,250,243.386
8826,250,235.781
8830,250,254.338
8834,250,269.852
8838,250,241.865
8842,250,240.344
8846,250,268.635
8850,250,293.579
8854,250,245.516
8858,250,226.96
8862,250,228.481
8866,250,266.81
8870,250,295.405
8874,250,274.111
8878,250,252.817
8882,250,231.827
8886,250,224.526
8890,250,257.684
8894,250,267.418
8898,250,235.781
8902,250,229.089
8906,250,261.03
8910,250,278.978
8914,250,253.425
8918,250,233.956
8922,250,238.215
8926,250,282.02
8930,250,275.632
8934,250,254.642
8938,250,238.823
8942,250,237.302
8946,250,266.506
8950,250,292.363
8954,250,268.027
8958,250,233.652
8962,250,228.785
8966,250,272.285
8970,250,289.321
8974,250,264.072
8978,250,238.215
8982,250,248.862
8986,250,278.978
8990,250,221.18
8994,250,239.128
8998,250,277.761
9002,250,275.632
9006,250,254.946
9010,250,238.823
9014,250,240.04
9018,250,273.502
9022,250,296.013
9026,250,244.907
9030,250,197.452
9034,250,208.708
9038,250,247.341
9042,250,259.205
9046,250,197.756
9050,250,204.145
9054,250,271.373
9058,250,277.153
9062,250,256.163
9066,250,242.474
9070,250,233.348
9074,250,267.722
9078,250,286.279
9082,250,259.509
9086,250,241.257
9090,250,229.089
9094,250,276.848
9098,250,292.058
9102,250,260.726
9106,250,241.865
9110,250,230.61
9114,250,277.761
9118,250,278.065
9122,250,256.771
9126,250,237.302
9130,250,228.481
9134,250,259.813
9138,250,289.016
9142,250,261.334
9146,250,234.26
9150,250,227.872
9154,250,271.981
9158,250,289.016
9162,250,252.512
9166,250,236.694
9170,250,248.558
9174,250,273.806
9178,250,195.019
9182,250,210.837
9186,250,262.551
9190,250,275.936
9194,250,259.509
9198,250,241.561
9202,250,230.914
9206,250,261.03
9210,250,275.632
9214,250,255.25
9218,250,241.561
9222,250,238.823
9226,250,261.334
9230,250,282.02
9234,250,257.38
9238,250,237.607
9242,250,235.781
9246,250,265.289
9250,250,268.331
9254,250,243.691
9258,250,233.652
9262,250,233.348
9266,250,269.548
9270,250,267.418
9274,250,249.775
9278,250,238.215
9282,250,211.445
9286,250,249.47
9290,250,290.537
9294,250,207.795
9298,250,220.876
9302,250,255.25
9306,250,278.065
9310,250,267.418
9314,250,237.911
9318,250,240.953
9322,250,278.674
9326,250,282.932
9330,250,244.603
9334,250,248.558
9338,250,240.344
9342,250,233.044
9346,250,257.075
9350,250,272.894
9354,250,253.729
9358,250,240.953
9362,250,250.991
9366,250,256.771
9370,250,230.61
9374,250,246.124
9378,250,264.68
9382,250,242.778
9386,250,233.652
9390,250,275.327
9394,250,280.803
9398,250,258.596
9402,250,238.519
9406,250,250.991
9410,250,252.512
9414,250,221.484
9418,250,230.61
9422,250,262.551
9426,250,263.464
9430,250,247.341
9434,250,227.264
9438,250,235.781
9442,250,265.593
9446,250,281.411
9450,250,254.946
9454,250,244.299
9458,250,244.907
9462,250,249.775
9466,250,218.442
9470,250,202.319
9474,250,251.296
9478,250,260.726
9482,250,237.911
9486,250,236.086
9490,250,271.069
9494,250,268.331
9498,250,250.383
9502,250,215.096
9506,250,172.812
9510,250,233.652
9514,250,263.464
9518,250,263.159
9522,250,247.037
9526,250,232.131
9530,250,243.386
9534,250,270.156
9538,250,268.027
9542,250,246.733
9546,250,240.953
9550,250,252.512
9554,250,276.24
9558,250,255.554
9562,250,236.998
9566,250,259.813
9570,250,281.107
9574,250,254.338
9578,250,240.953
9582,250,243.082
9586,250,275.327
9590,250,271.373
9594,250,245.212
9598,250,232.739
9602,250,240.649
9606,250,268.635
9610,250,272.285
9614,250,249.47
9618,250,212.662
9622,250,191.977
9626,250,236.39
9630,250,280.499
9634,250,284.149
9638,250,265.593
9642,250,241.865
9646,250,253.121
9650,250,261.03
9654,250,242.778
9658,250,242.474
9662,250,269.852
9666,250,283.845
9670,250,256.163
9674,250,242.17
9678,250,233.348
9682,250,263.768
9686,250,276.848
9690,250,251.904
9694,250,236.998
9698,250,249.775
9702,250,232.739
9706,250,213.575
9710,250,257.988
9714,250,259.509
9718,250,244.603
9722,250,241.257
9726,250,262.247
9730,250,262.551
9734,250,246.733
9738,250,238.215
9742,250,241.865
9746,250,269.243
9750,250,279.282
9754,250,279.282
9758,250,237.607
9762,250,240.649
9766,250,268.635
9770,250,276.24
9774,250,255.554
9778,250,241.865
9782,250,234.869
9786,250,280.499
9790,250,254.338
9794,250,238.519
9798,250,250.687
9802,250,275.327
9806,250,229.393
9810,250,234.26
9814,250,264.376
9818,250,279.89
9822,250,249.775
9826,250,224.83
9830,250,198.669
9834,250,232.131
9838,250,262.855
9842,250,276.24
9846,250,255.554
9850,250,233.044
9854,250,247.341
9858,250,247.645
9862,250,236.086
9866,250,210.837
9870,250,224.83
9874,250,275.327
9878,250,294.188
9882,250,253.729
9886,250,238.215
9890,250,246.124
9894,250,277.153
9898,250,262.551
9902,250,236.086
9906,250,238.519
9910,250,267.418
9914,250,292.971
9918,250,257.38
9922,250,231.827
9926,250,246.733
9930,250,277.457
9934,250,246.733
9938,250,231.827
9942,250,231.827
9946,250,256.163
9950,250,290.537
9954,250,255.859
9958,250,233.652
9962,250,236.998
9966,250,266.201
9970,250,289.016
9974,250,259.509
9978,250,238.215
9982,250,227.264
9986,250,265.289
9990,250,284.453
9994,250,263.159
9998,250,237.911
10002,250,238.215
10006,250,266.81
10010,250,275.023
10014,250,254.946
10018,250,241.257
10022,250,252.817
10026,250,265.897
10030,250,248.862
10034,250,235.477
10038,250,220.267
10042,250,254.946
10046,250,277.761
10050,250,256.467
10054,250,239.736
10058,250,228.785
10062,250,277.457
10066,250,292.667
10070,250,255.859
10074,250,243.386
10078,250,233.348
10082,250,248.558
10086,250,224.222
10090,250,222.397
10094,250,278.978
10098,250,273.502
10102,250,249.47
10106,250,224.83
10110,250,237.607
10114,250,266.201
10118,250,268.939
10122,250,250.687
10126,250,225.134
10130,250,192.281
10134,250,192.281
10138,250,271.373
10142,250,291.45
10146,250,251.6
10150,250,237.911
10154,250,242.474
10158,250,274.719
10162,250,270.764
10166,250,251.6
10170,250,239.128
10174,250,251.296
10178,250,247.645
10182,250,221.484
10186,250,231.218
10190,250,278.065
10194,250,292.971
10198,250,261.334
10202,250,241.257
10206,250,244.907
10210,250,261.943
10214,250,249.47
10218,250,240.344
10222,250,189.239
10226,250,242.474
10230,250,274.111
10234,250,285.67
10238,250,261.638
10242,250,245.516
10246,250,233.652
10250,250,242.778
10254,250,279.89
10258,250,283.845
10262,250,255.859
10266,250,244.907
10270,250,235.173
10274,250,242.17
10278,250,279.586
10282,250,283.541
10286,250,265.289
10290,250,239.128
10294,250,251.296
10298,250,270.46
10302,250,248.254
10306,250,228.481
10310,250,185.893
10314,250,223.005
10318,250,278.978
10322,250,283.237
10326,250,264.985
10330,250,247.949
10334,250,236.998
10338,250,163.078
10342,250,217.529
10346,250,251.296
10350,250,240.04
10354,250,223.005
10358,250,257.075
10362,250,259.509
10366,250,244.907
10370,250,249.775
10374,250,220.267
10378,250,180.417
10382,250,254.033
10386,250,274.719
10390,250,247.341
10394,250,232.435
10398,250,222.092
10402,250,263.159
10406,250,270.764
10410,250,256.163
10414,250,239.736
10418,250,240.953
10422,250,268.939
10426,250,290.842
10430,250,273.198
10434,250,242.778
10438,250,253.729
10442,250,269.243
10446,250,254.946
10450,250,241.561
10454,250,248.558
10458,250,273.806
10462,250,243.995
10466,250,226.655
10470,250,265.593
10474,250,274.415
10478,250,247.341
10482,250,237.911
10486,250,226.96
10490,250,270.764
10494,250,284.453
10498,250,261.334
10502,250,245.516
10506,250,240.04
10510,250,234.565
10514,250,280.195
10518,250,274.415
10522,250,250.687
10526,250,221.484
10530,250,191.672
10534,250,252.817
10538,250,281.107
10542,250,258.901
10546,250,234.565
10550,250,226.047
10554,250,270.46
10558,250,268.027
10562,250,250.383
10566,250,236.39
10570,250,212.358
10574,250,263.768
10578,250,276.848
10582,250,256.163
10586,250,235.477
10590,250,238.519
10594,250,267.418
10598,250,286.279
10602,250,257.988
10606,250,238.215
10610,250,229.393
10614,250,272.285
10618,250,280.195
10622,250,245.82
10626,250,232.739
10630,250,240.649
10634,250,273.806
10638,250,269.852
10642,250,250.687
10646,250,212.966
10650,250,190.151
10654,250,234.869
10658,250,283.541
10662,250,296.317
10666,250,268.331
10670,250,201.103
10674,250,205.97
10678,250,245.516
10682,250,287.8
10686,250,275.023
10690,250,245.212
10694,250,236.39
10698,250,234.565
10702,250,275.023
10706,250,296.621
10710,250,258.292
10714,250,203.84
10718,250,201.711
10722,250,234.869
10726,250,275.023
10730,250,290.537
10734,250,264.68
10738,250,247.037
10742,250,224.83
10746,250,240.04
10750,250,267.722
10754,250,285.062
10758,250,256.467
10762,250,236.39
10766,250,234.565
10770,250,283.845
10774,250,285.974
10778,250,261.03
10782,250,236.39
10786,250,249.166
10790,250,282.932
10794,250,240.04
10798,250,226.047
10802,250,257.684
10806,250,287.191
10810,250,254.946
10814,250,240.649
10818,250,228.481
10822,250,277.153
10826,250,289.625
10830,250,250.687
10834,250,237.911
10838,250,229.697
10842,250,261.638
10846,250,282.324
10850,250,272.894
10854,250,236.086
10858,250,249.47
10862,250,269.243
10866,250,236.694
10870,250,236.694
10874,250,265.897
10878,250,265.289
10882,250,244.907
10886,250,231.218
10890,250,233.348
10894,250,257.684
10898,250,287.495
10902,250,266.81
10906,250,248.558
10910,250,216.313
10914,250,156.994
10918,250,202.928
10922,250,170.683
10926,250,202.928
10930,250,243.082
10934,250,263.768
10938,250,276.24
10942,250,255.554
10946,250,238.823
10950,250,247.037
10954,250,269.852
10958,250,254.946
10962,250,241.257
10966,250,249.47
10970,250,274.111
10974,250,212.054
10978,250,223.613
10982,250,263.768
10986,250,280.195
10990,250,246.733
10994,250,232.131
10998,250,233.348
11002,250,263.464
11006,250,287.191
11010,250,257.684
11014,250,235.477
11018,250,230.002
11022,250,272.59
11026,250,266.506
11030,250,248.862
11034,250,216.008
11038,250,188.326
11042,250,242.778
11046,250,274.415
11050,250,296.013
11054,250,253.729
11058,250,233.044
11062,250,235.477
11066,250,264.985
11070,250,271.373
11074,250,248.558
11078,250,237.302
11082,250,208.403
11086,250,264.985
11090,250,283.845
11094,250,257.38
11098,250,232.739
11102,250,233.044
11106,250,263.159
11110,250,290.233
11114,250,255.25
11118,250,227.568
11122,250,251.296
11126,250,275.023
11130,250,216.921
11134,250,236.086
11138,250,264.985
11142,250,280.499
11146,250,257.684
11150,250,242.474
11154,250,241.865
11158,250,268.939
11162,250,266.81
11166,250,229.393
11170,250,222.701
11174,250,256.163
11178,250,272.59
11182,250,252.512
11186,250,236.998
11190,250,227.872
11194,250,258.292
11198,250,283.541
11202,250,262.551
11206,250,237.302
11210,250,229.393
11214,250,265.897
11218,250,271.373
11222,250,251.904
11226,250,239.128
11230,250,249.166
11234,250,247.037
11238,250,209.012
11242,250,203.232
11246,250,264.072
11250,250,283.237
11254,250,264.376
11258,250,240.649
11262,250,228.176
11266,250,276.544
11270,250,281.411
11274,250,258.292
11278,250,237.607
11282,250,245.516
11286,250,253.121
11290,250,276.544
11294,250,244.603
11298,250,234.26
11302,250,249.166
11306,250,277.761
11310,250,239.128
11314,250,248.254
11318,250,273.198
11322,250,231.827
11326,250,235.477
11330,250,264.68
11334,250,294.188
11338,250,260.726
11342,250,229.393
11346,250,222.701
11350,250,315.786
11354,250,318.22
11358,250,220.267
11362,250,162.165
11366,250,250.079
11370,250,210.229
11374,250,178.592
11378,250,227.568
11382,250,270.764
11386,250,278.978
11390,250,242.474
11394,250,233.044
11398,250,255.554
11402,250,286.279
11406,250,253.121
11410,250,230.914
11414,250,252.208
11418,250,264.68
11422,250,247.645
11426,250,224.83
11430,250,216.313
11434,250,294.492
11438,250,287.495
11442,250,260.726
11446,250,244.299
11450,250,236.39
11454,250,253.425
11458,250,274.719
11462,250,249.47
11466,250,210.229
11470,250,197.452
11474,250,247.949
11478,250,261.943
11482,250,237.911
11486,250,230.306
11490,250,276.848
11494,250,292.363
11498,250,256.163
11502,250,235.477
11506,250,226.351
11510,250,279.89
11514,250,294.188
11518,250,261.638
11522,250,239.432
11526,250,229.089
11530,250,276.544
11534,250,277.457
11538,250,244.603
11542,250,236.694
11546,250,264.072
11550,250,263.464
11554,250,236.086
11558,250,229.089
11562,250,281.411
11566,250,295.1
11570,250,257.684
11574,250,239.128
11578,250,227.568
11582,250,275.936
11586,250,271.373
11590,250,239.128
11594,250,232.739
11598,250,278.978
11602,250,285.67
11606,250,261.03
11610,250,241.865
11614,250,247.949
11618,250,272.894
11622,250,189.239
11626,250,199.886
11630,250,249.47
11634,250,263.464
11638,250,203.84
11642,250,221.788
11646,250,255.859
11650,250,282.324
11654,250,244.299
11658,250,233.956
11662,250,249.775
11666,250,267.418
11670,250,208.403
11674,250,221.484
11678,250,240.649
11682,250,292.971
11686,250,292.058
11690,250,253.729
11694,250,236.086
11698,250,227.264
11702,250,250.991
11706,250,283.845
11710,250,253.121
11714,250,230.914
11718,250,232.435
11722,250,262.855
11726,250,286.583
11730,250,266.506
11734,250,242.17
11738,250,237.302
11742,250,276.848
11746,250,297.838
11750,250,263.768
11754,250,210.229
11758,250,222.701
11762,250,278.674
11766,250,279.586
11770,250,249.166
11774,250,203.84
11778,250,161.557
11782,250,208.708
11786,250,269.243
11790,250,259.813
11794,250,236.694
11798,250,240.04
11802,250,273.198
11806,250,279.282
11810,250,242.778
11814,250,253.425
11818,250,274.415
11822,250,254.338
11826,250,238.215
11830,250,237.302
11834,250,266.201
11838,250,288.712
11842,250,251.904
11846,250,238.519
11850,250,228.785
11854,250,272.285
11858,250,295.1
11862,250,245.212
11866,250,230.61
11870,250,242.474
11874,250,269.548
11878,250,290.842
11882,250,283.541
11886,250,243.691
11890,250,233.652
11894,250,263.768
11898,250,283.541
11902,250,251.904
11906,250,230.61
11910,250,252.208
11914,250,276.24
11918,250,251.6
11922,250,229.393
11926,250,251.904
11930,250,265.289
11934,250,248.558
11938,250,237.607
11942,250,170.683
11946,250,256.467
11950,250,282.628
11954,250,257.38
11958,250,237.911
11962,250,227.568
11966,250,281.411
11970,250,295.405
11974,250,224.83
