timestamp,b0_0,b0_1,b0_2,b0_3,b0_4,b0_5,b0_6,b0_7,b0_8,b0_9,b0_10,b0_11,b1_0,b1_1,b1_2,b1_3,b1_4,b1_5,b1_6,b1_7,b1_8,b1_9,b1_10,b1_11,b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6,b2_7,b2_8,b2_9,b2_10,b2_11,b2_12,b2_13,b2_14
1766910833.0621824,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,702,0
1766910833.0721014,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,713,0
1766910833.0821407,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,713,0
1766910833.092124,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,713,0
1766910833.102064,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,706,0
1766910833.1121147,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,706,0
1766910833.1221414,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,664,0
1766910833.1321619,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,664,0
1766910833.1420758,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,664,0
1766910833.152148,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,648,0
1766910833.1620274,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,648,0
1766910833.1720507,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,648,0
1766910833.182168,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,671,0
1766910833.1920955,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,671,0
1766910833.2021163,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,671,0
1766910833.212132,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,689,0
1766910833.2222133,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,689,0
1766910833.2320986,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,699,0
1766910833.2421694,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,699,0
1766910833.2521553,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,699,0
1766910833.2621453,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,703,0
1766910833.2721505,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,703,0
1766910833.2821503,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,703,0
1766910833.292098,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,680,0
1766910833.302207,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,680,0
1766910833.312094,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,680,0
1766910833.322149,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,678,0
1766910833.3321204,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,678,0
1766910833.3420906,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,691,0
1766910833.352093,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,691,0
1766910833.36213,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,691,0
1766910833.3720224,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,707,0
1766910833.382144,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,707,0
1766910833.392217,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,707,0
1766910833.402132,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,707,0
1766910833.4121773,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,712,0
1766910833.422195,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,712,0
1766910833.4320865,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,681,0
1766910833.4420807,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,681,0
1766910833.4521332,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,681,0
1766910833.4621084,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,648,0
1766910833.4723604,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,648,0
1766910833.482153,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,658,0
1766910833.4921355,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,658,0
1766910833.5022311,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,658,0
1766910833.512246,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,680,0
1766910833.5220847,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,680,0
1766910833.5320368,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,680,0
1766910833.5421388,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,695,0
1766910833.5521557,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,695,0
1766910833.5623763,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,695,0
1766910833.5722673,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,707,0
1766910833.5821657,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,707,0
1766910833.592138,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,707,0
1766910833.6020195,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,692,0
1766910833.6123087,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,692,0
1766910833.622147,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,669,0
1766910833.6321797,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,669,0
1766910833.6421285,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,669,0
1766910833.652126,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,683,0
1766910833.6620898,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,683,0
1766910833.6721234,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,683,0
1766910833.6821954,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,683,0
1766910833.6922867,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,700,0
1766910833.702155,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,700,0
1766910833.7121162,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,712,0
1766910833.722088,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,712,0
1766910833.732119,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,710,0
1766910833.7421894,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,710,0
1766910833.7522695,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,710,0
1766910833.762124,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,669,0
1766910833.7721987,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,669,0
1766910833.7825024,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,669,0
1766910833.7921314,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,648,0
1766910833.8023229,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,648,0
1766910833.812148,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,648,0
1766910833.8221877,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,648,0
1766910833.8323424,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,669,0
1766910833.842078,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,669,0
1766910833.8521461,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,688,0
1766910833.862225,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,688,0
1766910833.8721197,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,698,0
1766910833.8821168,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,698,0
1766910833.892166,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,698,0
1766910833.9021146,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,704,0
1766910833.91214,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,704,0
1766910833.9221134,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,704,0
1766910833.932209,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,683,0
1766910833.9421294,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,683,0
1766910833.9521444,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,683,0
1766910833.9620314,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,680,0
1766910833.9721441,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,680,0
1766910833.98211,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,680,0
1766910833.992228,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,680,0
1766910834.003168,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,697,0
1766910834.0121176,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,707,0
1766910834.0221412,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,707,0
1766910834.0322535,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,708,0
1766910834.042222,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,713,0
1766910834.0520275,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,713,0
1766910834.0620725,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,714,0
1766910834.0721138,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,683,0
1766910834.0821075,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,683,0
1766910834.0922878,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,683,0
1766910834.1021605,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,649,0
1766910834.1121595,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,649,0
1766910834.1222026,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,658,0
1766910834.1321197,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,658,0
1766910834.1421037,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,658,0
1766910834.1520336,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,678,0
1766910834.162144,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,678,0
1766910834.1721368,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,678,0
1766910834.182289,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,695,0
1766910834.1921895,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,695,0
1766910834.2021384,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,695,0
1766910834.2120988,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,707,0
1766910834.2221906,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,707,0
1766910834.232155,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,707,0
1766910834.2421238,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,707,0
1766910834.2524998,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0
1766910834.2621741,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0
1766910834.2722464,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,669,0
1766910834.2820678,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,669,0
1766910834.2923203,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,669,0
1766910834.3021214,0,794,0,0,794,0,0,794,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,676,0
1766910834.3120496,0,794,0,0,794,0,0,794,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,676,0
1766910834.3221736,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,695,0
1766910834.3323703,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,695,0
1766910834.3422532,0,794,0,0,794,0,0,0,0,0,794,0,0,798,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,695,0
