timestamp,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11
1766910832.7929287,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8022492,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8125045,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.822183,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8321447,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.842171,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.852267,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8621032,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8721175,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.8820806,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.892153,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.902107,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.9122255,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.9220588,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
1766910832.9324205,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001,101.32000000000001
