timestamp,b0_0,b0_1,b0_2,b0_3,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6
1766910833.732119,104.325,102.075,101.075,106.075,104.075,103.575,101.325,100.325,101.09775,101.50175,101.45125,101.40075,250.005,36.8382,128.525
1766910833.7421894,104.325,102.075,101.075,106.075,104.075,103.575,101.325,100.325,101.09775,101.50175,101.45125,101.40075,250.005,36.8382,128.525
1766910833.7522695,104.325,102.075,101.075,106.075,104.075,103.575,101.325,100.325,101.09775,101.50175,101.45125,101.40075,250.005,36.8382,128.525
1766910833.762124,104.325,102.325,101.325,106.325,103.575,103.575,101.075,100.325,101.09775,101.426,101.40075,101.4765,250.005,41.8656,128.525
1766910833.7721987,104.325,102.325,101.325,106.325,103.575,103.575,101.075,100.325,101.09775,101.426,101.40075,101.4765,250.005,41.8656,128.525
1766910833.7825024,104.325,102.325,101.325,106.325,103.575,103.575,101.075,100.325,101.09775,101.426,101.40075,101.4765,250.005,41.8656,128.525
1766910833.7921314,104.825,102.575,101.075,106.825,104.575,103.575,101.575,100.075,101.04725,101.40075,101.3755,101.426,249.69,44.3982,127.845
1766910833.8023229,104.825,102.575,101.075,106.825,104.575,103.575,101.575,100.075,101.04725,101.40075,101.3755,101.426,249.69,44.3982,127.845
1766910833.812148,104.825,102.575,101.075,106.825,104.575,103.575,101.575,100.075,101.04725,101.40075,101.3755,101.426,249.69,44.3982,127.845
1766910833.8221877,103.575,102.075,101.075,106.325,104.075,104.075,101.575,100.575,101.04725,101.40075,101.3755,101.426,249.69,44.3982,127.845
1766910833.8323424,103.575,102.075,101.075,106.325,104.075,104.075,101.575,100.575,100.99675,101.40075,101.40075,101.4765,249.69,41.8656,127.845
1766910833.842078,103.575,102.075,101.075,106.325,104.075,104.075,101.575,100.575,100.99675,101.40075,101.40075,101.4765,249.69,41.8656,127.845
1766910833.8521461,104.575,102.075,100.825,106.075,104.575,104.075,101.575,100.325,101.04725,101.426,101.426,101.45125,252.84000000000003,39.522000000000006,128.525
1766910833.862225,104.575,102.075,100.825,106.075,104.575,104.075,101.575,100.325,101.04725,101.426,101.426,101.45125,252.84000000000003,39.522000000000006,128.525
1766910833.8721197,103.825,102.325,101.075,106.325,104.075,103.325,101.575,100.575,101.04725,101.4765,101.4765,101.426,253.15500000000003,38.2746,128.525
1766910833.8821168,103.825,102.325,101.075,106.325,104.075,103.325,101.575,100.575,101.04725,101.4765,101.4765,101.426,253.15500000000003,38.2746,128.525
1766910833.892166,103.825,102.325,101.075,106.325,104.075,103.325,101.575,100.575,101.04725,101.4765,101.4765,101.426,253.15500000000003,38.2746,128.525
1766910833.9021146,104.325,101.825,100.325,106.075,104.075,103.075,101.325,100.575,101.0725,101.45125,101.45125,101.4765,252.84000000000003,37.556400000000004,129.885
1766910833.91214,104.325,101.825,100.325,106.075,104.075,103.075,101.325,100.575,101.0725,101.45125,101.45125,101.4765,252.84000000000003,37.556400000000004,129.885
1766910833.9221134,104.325,101.825,100.325,106.075,104.075,103.075,101.325,100.575,101.0725,101.45125,101.45125,101.4765,252.84000000000003,37.556400000000004,129.885
1766910833.932209,105.075,102.325,101.075,106.325,104.075,103.575,100.825,99.825,101.04725,101.426,101.40075,101.45125,252.84000000000003,40.1646,128.525
1766910833.9421294,105.075,102.325,101.075,106.325,104.075,103.575,100.825,99.825,101.04725,101.426,101.40075,101.45125,252.84000000000003,40.1646,128.525
1766910833.9521444,105.075,102.325,101.075,106.325,104.075,103.575,100.825,99.825,101.04725,101.426,101.40075,101.45125,252.84000000000003,40.1646,128.525
1766910833.9620314,104.325,102.075,101.075,106.325,104.075,103.575,101.325,99.825,101.09775,101.50175,101.3755,101.45125,252.84000000000003,40.5426,127.165
1766910833.9721441,104.325,102.075,101.075,106.325,104.075,103.575,101.325,99.825,101.09775,101.50175,101.3755,101.45125,252.84000000000003,40.5426,127.165
1766910833.98211,104.325,102.075,101.075,106.325,104.075,103.575,101.325,99.825,101.09775,101.50175,101.3755,101.45125,252.84000000000003,40.5426,127.165
1766910833.992228,104.325,102.075,101.075,106.325,104.075,103.575,101.325,99.825,101.09775,101.50175,101.3755,101.45125,252.84000000000003,40.5426,127.165
1766910834.003168,104.325,102.325,101.075,106.325,103.325,103.575,101.575,100.325,101.09775,101.4765,101.426,101.40075,254.41500000000002,38.388000000000005,128.525
1766910834.0121176,104.325,102.825,101.075,105.825,104.075,103.825,102.075,100.325,101.0725,101.55225,101.45125,101.45125,255.36,37.140600000000006,129.205
1766910834.0221412,104.325,102.825,101.075,105.825,104.075,103.825,102.075,100.325,101.0725,101.55225,101.45125,101.45125,255.36,37.140600000000006,129.205
1766910834.0322535,104.325,102.825,101.075,105.825,104.075,103.825,102.075,100.325,101.0725,101.55225,101.45125,101.45125,255.36,37.140600000000006,129.205
1766910834.042222,104.825,102.325,101.325,106.075,103.825,103.325,101.825,100.075,101.09775,101.55225,101.3755,101.45125,255.36,36.422399999999996,129.885
1766910834.0520275,104.825,102.325,101.325,106.075,103.825,103.325,101.825,100.075,101.09775,101.55225,101.3755,101.45125,255.36,36.422399999999996,129.885
1766910834.0620725,104.825,102.325,101.325,106.075,103.825,103.325,101.825,100.075,101.09775,101.55225,101.3755,101.45125,255.36,36.422399999999996,129.885
1766910834.0721138,104.575,102.325,101.075,106.325,104.325,104.075,101.575,100.075,101.04725,101.45125,101.45125,101.4765,255.36,40.1646,127.845
1766910834.0821075,104.575,102.325,101.075,106.325,104.325,104.075,101.575,100.075,101.04725,101.45125,101.45125,101.4765,255.36,40.1646,127.845
1766910834.0922878,104.575,102.325,101.075,106.325,104.325,104.075,101.575,100.075,101.04725,101.45125,101.45125,101.4765,255.36,40.1646,127.845
1766910834.1021605,104.075,102.325,101.075,106.075,104.575,103.825,101.075,100.075,101.04725,101.3755,101.426,101.45125,255.36,44.284800000000004,127.165
1766910834.1121595,104.075,102.325,101.075,106.075,104.575,103.825,101.075,100.075,101.04725,101.3755,101.426,101.45125,255.36,44.284800000000004,127.165
1766910834.1222026,104.325,102.325,101.325,106.325,104.575,103.325,101.075,100.075,101.04725,101.40075,101.426,101.40075,255.36,43.226400000000005,127.845
1766910834.1321197,104.325,102.325,101.325,106.325,104.575,103.325,101.075,100.075,101.04725,101.40075,101.426,101.40075,255.36,43.226400000000005,127.845
1766910834.1421037,104.325,102.325,101.325,106.325,104.575,103.325,101.075,100.075,101.04725,101.40075,101.426,101.40075,255.36,43.226400000000005,127.845
1766910834.1520336,104.075,102.075,101.825,105.825,103.575,103.825,101.575,100.075,101.04725,101.50175,101.35025,101.426,256.935,40.6938,129.205
1766910834.162144,104.075,102.075,101.825,105.825,103.575,103.825,101.575,100.075,101.04725,101.50175,101.35025,101.426,256.935,40.6938,129.205
1766910834.1721368,104.075,102.075,101.825,105.825,103.575,103.825,101.575,100.075,101.04725,101.50175,101.35025,101.426,256.935,40.6938,129.205
1766910834.182289,104.825,102.325,101.575,106.075,103.825,103.575,101.325,99.825,101.0725,101.4765,101.45125,101.40075,258.825,38.6148,129.205
1766910834.1921895,104.825,102.325,101.575,106.075,103.825,103.575,101.325,99.825,101.0725,101.4765,101.45125,101.40075,258.825,38.6148,129.205
1766910834.2021384,104.825,102.325,101.575,106.075,103.825,103.575,101.325,99.825,101.0725,101.4765,101.45125,101.40075,258.825,38.6148,129.205
1766910834.2120988,104.325,101.825,101.075,106.075,104.075,103.325,101.325,100.325,101.022,101.4765,101.40075,101.426,246.22500000000002,37.178399999999996,129.205
1766910834.2221906,104.325,101.825,101.075,106.075,104.075,103.325,101.325,100.325,101.022,101.4765,101.40075,101.426,246.22500000000002,37.178399999999996,129.205
1766910834.232155,104.325,101.825,101.075,106.075,104.075,103.325,101.325,100.325,101.022,101.4765,101.40075,101.426,246.22500000000002,37.178399999999996,129.205
1766910834.2421238,104.825,102.825,101.325,106.075,104.325,103.075,101.575,100.325,101.09775,101.426,101.3755,101.426,230.47500000000002,38.766000000000005,127.845
1766910834.2524998,104.825,102.825,101.325,106.075,104.325,103.075,101.575,100.325,101.09775,101.426,101.3755,101.426,230.47500000000002,38.766000000000005,127.845
1766910834.2621741,104.325,102.575,101.075,106.325,104.075,103.825,101.325,100.075,101.022,101.527,101.40075,101.45125,232.995,41.8278,128.525
1766910834.2722464,104.325,102.575,101.075,106.325,104.075,103.825,101.325,100.075,101.022,101.527,101.40075,101.45125,232.995,41.8278,128.525
1766910834.2820678,104.325,102.575,101.075,106.325,104.075,103.825,101.325,100.075,101.022,101.527,101.40075,101.45125,232.995,41.8278,128.525
1766910834.2923203,104.075,102.575,102.325,106.075,104.075,103.575,101.325,99.825,101.0725,101.45125,101.3755,101.40075,234.57,40.958400000000005,129.205
1766910834.3021214,104.075,102.575,102.325,106.075,104.075,103.575,101.325,99.825,101.0725,101.45125,101.3755,101.40075,234.57,40.958400000000005,129.205
1766910834.3120496,104.075,102.575,102.325,106.075,104.075,103.575,101.325,99.825,101.0725,101.45125,101.3755,101.40075,234.57,40.958400000000005,129.205
1766910834.3221736,104.575,102.575,101.325,106.325,103.325,103.575,101.325,99.825,101.04725,101.426,101.3755,101.426,237.09000000000003,38.7282,128.525
1766910834.3323703,104.575,102.575,101.325,106.325,103.325,103.575,101.325,99.825,101.04725,101.426,101.3755,101.426,237.09000000000003,38.7282,128.525
1766910834.3422532,104.575,102.575,101.325,106.325,103.325,103.575,101.325,99.825,101.04725,101.426,101.3755,101.426,237.09000000000003,38.7282,128.525
1766910834.3524344,104.075,102.325,101.325,106.075,104.075,103.825,101.075,100.075,101.0725,101.45125,101.45125,101.3755,237.72000000000003,36.91380000000001,129.205
1766910834.362206,104.075,102.325,101.325,106.075,104.075,103.825,101.075,100.075,101.0725,101.45125,101.45125,101.3755,237.72000000000003,36.91380000000001,129.205
1766910834.3723125,104.075,102.325,101.325,106.075,104.075,103.825,101.075,100.075,101.0725,101.45125,101.45125,101.3755,237.72000000000003,36.91380000000001,129.205
1766910834.3822076,104.825,102.575,101.075,106.075,104.325,104.075,101.575,100.325,101.123,101.4765,101.3755,101.527,237.40500000000003,36.9894,128.525
1766910834.392832,104.825,102.575,101.075,106.075,104.325,104.075,101.575,100.325,101.123,101.4765,101.3755,101.527,237.40500000000003,36.9894,128.525
1766910834.4021316,105.575,102.325,101.575,106.575,104.075,103.575,101.575,100.325,101.123,101.4765,101.426,101.426,237.09000000000003,40.3158,129.885
1766910834.412142,105.575,102.325,101.575,106.575,104.075,103.575,101.575,100.325,101.123,101.4765,101.426,101.426,237.09000000000003,40.3158,129.885
