timestamp_us,CH0_V,CH1_V,CH2_V,CH3_V,CH4_V,CH5_V,CH6_V,CH7_V,CH8_V,CH9_V,CH10_V,CH11_V
9131324,1.0215311746574298,1.0046556596575824,1.009155796990875,1.0335315408795436,0.9892801904354992,1.0149684743797114,1.0284688863795892,0.9810299386577961,0.9410912198248238,0.9611543321024202,0.9724046754356518,0.9707171239356671
9178460,1.0213436689352093,1.0057806939909055,1.009155796990875,1.033344035157323,0.9894676961577198,1.0142184514908292,1.0277188634907073,0.9815924558244576,0.9409037141026033,0.9613418378246408,0.9716546525467697,0.9725921811578724
9225594,1.0200311288796655,1.005968199713126,1.0093433027130956,1.0322190008239998,0.9892801904354992,1.0149684743797114,1.0275313577684866,0.9808424329355755,0.9403411969359418,0.9613418378246408,0.9722171697134313,0.9709046296578876
9272730,1.0202186346018862,1.0054056825464646,1.0093433027130956,1.0322190008239998,0.9904052247688224,1.0151559801019319,1.0277188634907073,0.9810299386577961,0.9442788171025728,0.9574042176580096,0.9714671468245492,0.9725921811578724
9319865,1.0207811517685477,1.0061557054353467,1.0089682912686546,1.0327815179906614,0.9887176732688376,1.014780968657491,1.0277188634907073,0.9815924558244576,0.9395911740470596,0.9615293435468613,0.9729671926023133,0.9720296639912107
9367000,1.0219061861018708,1.0057806939909055,1.008405774101993,1.0324065065462205,0.9900302133243813,1.0149684743797114,1.0279063692129278,0.9817799615466781,0.9409037141026033,0.9587167577135534,0.9725921811578724,0.9729671926023133
9414135,1.0211561632129889,1.0054056825464646,1.0076557512131108,1.0327815179906614,0.9905927304910429,1.0153434858241523,1.0279063692129278,0.9817799615466781,0.9416537369914855,0.9604043092135381,0.9725921811578724,0.9724046754356518
9461269,1.0213436689352093,1.0057806939909055,1.0089682912686546,1.0327815179906614,0.9900302133243813,1.0149684743797114,1.0282813806573687,0.9819674672688987,0.9397786797692802,0.9607793206579791,0.9718421582689902,0.9712796411023287
9508404,1.0224687032685325,1.004468153935362,1.0085932798242134,1.0335315408795436,0.9898427076021608,1.0145934629352704,1.027343852046266,0.9815924558244576,0.9416537369914855,0.9613418378246408,0.9716546525467697,0.9720296639912107
9555540,1.0217186803796503,1.004468153935362,1.0093433027130956,1.0344690694906462,0.9898427076021608,1.0151559801019319,1.0275313577684866,0.9812174443800166,0.9412787255470444,0.9611543321024202,0.9724046754356518,0.9724046754356518
9602675,1.0204061403241067,1.005593188268685,1.0097183141575365,1.0327815179906614,0.9900302133243813,1.0145934629352704,1.0288438978240304,0.9812174443800166,0.9425912656025881,0.9585292519913329,0.9707171239356671,0.9727796868800929
9649812,1.0202186346018862,1.0057806939909055,1.009530808435316,1.0324065065462205,0.9896552018799403,1.0149684743797114,1.0275313577684866,0.9815924558244576,0.9439038056581317,0.9605918149357586,0.9722171697134313,0.9714671468245492
9696946,1.0213436689352093,1.0063432111575672,1.0085932798242134,1.0331565294351024,0.9898427076021608,1.0149684743797114,1.0264063234351635,0.9817799615466781,0.9429662770470291,0.9592792748802149,0.9718421582689902,0.9716546525467697
9744082,1.0207811517685477,1.005218176824244,1.0099058198797572,1.032969023712882,0.9896552018799403,1.0153434858241523,1.0279063692129278,0.981404950102237,0.9424037598803675,0.9594667806024355,0.9727796868800929,0.9722171697134313
9791217,1.0217186803796503,1.0054056825464646,1.0078432569353313,1.0339065523239845,0.9898427076021608,1.0149684743797114,1.0277188634907073,0.9821549729911192,0.9397786797692802,0.9587167577135534,0.9716546525467697,0.9716546525467697
9838352,1.0219061861018708,1.005218176824244,1.008030762657552,1.0335315408795436,0.9889051789910581,1.0151559801019319,1.0275313577684866,0.9819674672688987,0.9425912656025881,0.9609668263801997,0.9724046754356518,0.9707171239356671
9885487,1.0209686574907681,1.005218176824244,1.009155796990875,1.0327815179906614,0.9902177190466018,1.0151559801019319,1.0271563463240456,0.9815924558244576,0.9414662312692649,0.9609668263801997,0.9725921811578724,0.9722171697134313
